SubjID,partID,block,trial,file1,filedur,loadtime,status,response,rt
264137db43c659,arc053,2,illegal_key,29,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur3,434,10,OK,ponDISS,973
264137db43c659,arc053,2,illegal_key,30,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur3,434,10,OK,PONdiss,727
264137db43c659,arc053,2,illegal_key,31,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur3,434,10,OK,ponDISS,865
264137db43c659,arc053,2,illegal_key,32,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur4,407,10,OK,ponDISS,813
264137db43c659,arc053,2,illegal_key,33,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur1,478,10,OK,PONdiss,1340
264137db43c659,arc053,2,illegal_key,34,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st2,422,10,OK,PONdiss,1096
264137db43c659,arc053,2,illegal_key,35,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur3,453,10,OK,ponDISS,977
264137db43c659,arc053,2,illegal_key,36,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur2,456,10,OK,PONdiss,873
264137db43c659,arc053,2,illegal_key,37,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur2,451,10,OK,PONdiss,1309
264137db43c659,arc053,2,illegal_key,38,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur2,475,5,OK,ponDISS,996
264137db43c659,arc053,2,illegal_key,39,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur5,389,10,OK,ponDISS,934
264137db43c659,arc053,2,illegal_key,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur5,384,10,OK,ponDISS,747
264137db43c659,arc053,2,illegal_key,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur1,478,10,OK,PONdiss,814
264137db43c659,arc053,2,illegal_key,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur4,411,10,OK,PONdiss,994
264137db43c659,arc053,2,illegal_key,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur1,482,10,OK,PONdiss,912
264137db43c659,arc053,2,illegal_key,44,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur4,431,10,OK,ponDISS,800
264137db43c659,arc053,2,illegal_key,45,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur4,411,10,OK,ponDISS,706
264137db43c659,arc053,2,illegal_key,46,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st5,422,10,OK,PONdiss,1527
264137db43c659,arc053,2,illegal_key,47,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur3,429,10,OK,PONdiss,1798
264137db43c659,arc053,2,illegal_key,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st2,425,10,OK,PONdiss,871
264137db43c659,arc053,2,illegal_key,49,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur2,463,10,OK,PONdiss,838
264137db43c659,arc053,2,illegal_key,50,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur5,389,10,OK,ponDISS,825
264137db43c659,arc053,2,illegal_key,51,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st5,414,10,OK,ponDISS,1374
264137db43c659,arc053,2,illegal_key,52,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur1,478,10,OK,PONdiss,843
264137db43c659,arc053,2,illegal_key,53,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st4,418,10,OK,ponDISS,971
264137db43c659,arc053,2,illegal_key,54,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur5,393,10,OK,ponDISS,941
264137db43c659,arc053,2,illegal_key,55,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur5,408,10,OK,ponDISS,1001
264137db43c659,arc053,2,illegal_key,56,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur5,389,10,OK,ponDISS,946
264137db43c659,arc053,2,illegal_key,57,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur4,415,10,OK,ponDISS,887
264137db43c659,arc053,2,illegal_key,58,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st1,414,10,OK,PONdiss,1690
264137db43c659,arc053,2,illegal_key,59,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur2,456,10,OK,PONdiss,1110
264137db43c659,arc053,2,illegal_key,60,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st1,418,10,OK,ponDISS,1142
264137db43c659,arc053,2,illegal_key,61,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st4,414,10,OK,PONdiss,1201
264137db43c659,arc053,2,illegal_key,62,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st3,425,10,OK,PONdiss,1238
264137db43c659,arc053,2,illegal_key,63,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur5,389,10,OK,ponDISS,874
264137db43c659,arc053,2,illegal_key,64,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur4,411,10,OK,ponDISS,1259
264137db43c659,arc053,2,illegal_key,65,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur4,418,10,OK,ponDISS,1034
264137db43c659,arc053,2,illegal_key,66,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st3,414,10,OK,PONdiss,782
264137db43c659,arc053,2,illegal_key,67,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur3,438,10,OK,PONdiss,1073
264137db43c659,arc053,2,illegal_key,68,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st4,425,10,OK,PONdiss,1689
264137db43c659,arc053,2,illegal_key,69,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st5,425,10,OK,ponDISS,1018
264137db43c659,arc053,2,illegal_key,70,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st1,438,10,OK,PONdiss,861
264137db43c659,arc053,2,illegal_key,71,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur4,411,10,OK,ponDISS,1198
264137db43c659,arc053,2,illegal_key,72,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st5,438,10,OK,ponDISS,1069
264137db43c659,arc053,2,illegal_key,73,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st1,422,10,OK,PONdiss,905
264137db43c659,arc053,2,illegal_key,74,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur1,498,10,OK,PONdiss,922
26413a60394e48,ael236,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_2,429,650,slow_response,conVICT,7821
26413a60394e48,ael236,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_1,450,430,OK,conVICT,2824
26413a60394e48,ael236,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_2,429,25,OK,conVICT,1623
26413a60394e48,ael236,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_2,559,470,OK,CONvict,1872
26413a60394e48,ael236,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_1,538,395,OK,CONvict,1074
26413a60394e48,ael236,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_1,538,20,OK,CONvict,896
26413a60394e48,ael236,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur5,389,440,OK,PONdiss,4101
26413a60394e48,ael236,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur5,389,450,OK,ponDISS,2661
26413a60394e48,ael236,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur3,453,395,OK,PONdiss,1436
26413a60394e48,ael236,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur2,456,440,OK,PONdiss,2213
26413a60394e48,ael236,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st5,438,395,OK,PONdiss,2565
26413a60394e48,ael236,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur5,389,440,slow_response,PONdiss,4625
26413a60394e48,ael236,2,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur5,389,430,OK,ponDISS,1860
26413a60394e48,ael236,2,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur1,478,385,OK,ponDISS,1545
26413a60394e48,ael236,2,illegal_key,8,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st2,418,385,OK,PONdiss,1629
26413a60394e48,ael236,2,illegal_key,9,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st5,414,380,OK,PONdiss,1420
26413a60394e48,ael236,2,illegal_key,10,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur5,389,370,OK,PONdiss,2293
26413a60394e48,ael236,2,illegal_key,11,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st4,422,420,OK,PONdiss,1890
26413a60394e48,ael236,2,illegal_key,12,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur3,429,370,OK,PONdiss,2403
26413a60394e48,ael236,2,illegal_key,13,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur1,478,455,OK,ponDISS,2017
26413a60394e48,ael236,2,illegal_key,14,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st4,418,375,OK,PONdiss,2278
26413a60394e48,ael236,2,illegal_key,15,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur5,384,425,OK,PONdiss,2053
26413a60394e48,ael236,2,illegal_key,16,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st2,422,395,OK,PONdiss,1713
26413a60394e48,ael236,2,illegal_key,17,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur3,434,390,OK,PONdiss,1629
26413a60394e48,ael236,2,illegal_key,18,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st2,438,415,OK,PONdiss,1050
26413a60394e48,ael236,2,illegal_key,19,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur1,478,375,OK,PONdiss,654
26413a60394e48,ael236,2,illegal_key,20,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur4,411,370,OK,PONdiss,1213
26413a60394e48,ael236,2,illegal_key,21,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st5,418,380,OK,PONdiss,1017
26413a60394e48,ael236,2,illegal_key,22,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st1,418,385,OK,PONdiss,755
26413a60394e48,ael236,2,illegal_key,23,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st3,425,370,OK,PONdiss,781
26413a60394e48,ael236,2,illegal_key,24,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur4,431,390,OK,PONdiss,805
26413a60394e48,ael236,2,illegal_key,25,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur2,456,390,OK,PONdiss,1113
26413a60394e48,ael236,2,illegal_key,26,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st3,422,395,OK,PONdiss,1069
26413a60394e48,ael236,2,illegal_key,27,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur3,434,465,OK,PONdiss,853
26413a60394e48,ael236,2,illegal_key,28,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st5,422,375,OK,PONdiss,745
26413a60394e48,ael236,2,illegal_key,29,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st1,422,445,OK,PONdiss,865
26413a60394e48,ael236,2,illegal_key,30,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st4,414,375,OK,PONdiss,757
26413a60394e48,ael236,2,illegal_key,31,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur4,411,400,OK,PONdiss,658
26413a60394e48,ael236,2,illegal_key,32,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur2,456,420,OK,PONdiss,855
26413a60394e48,ael236,2,illegal_key,33,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur5,396,365,OK,PONdiss,667
26413a60394e48,ael236,2,illegal_key,34,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur1,478,360,OK,PONdiss,1087
26413a60394e48,ael236,2,illegal_key,35,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur3,434,375,OK,PONdiss,939
26413a60394e48,ael236,2,illegal_key,36,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur4,407,385,OK,PONdiss,813
26413a60394e48,ael236,2,illegal_key,37,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur2,460,355,OK,PONdiss,1127
26413a60394e48,ael236,2,illegal_key,38,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur1,478,410,OK,PONdiss,1084
26413a60394e48,ael236,2,illegal_key,39,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st3,438,365,OK,PONdiss,1198
26413a60394e48,ael236,2,illegal_key,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur4,418,370,OK,PONdiss,974
26413a60394e48,ael236,2,illegal_key,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st4,438,390,OK,PONdiss,920
26413a60394e48,ael236,2,illegal_key,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur2,456,360,OK,PONdiss,716
26413a60394e48,ael236,2,illegal_key,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur2,456,365,OK,PONdiss,714
26413a60394e48,ael236,2,illegal_key,44,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur3,441,380,OK,PONdiss,698
26413a60394e48,ael236,2,illegal_key,45,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur3,434,375,OK,PONdiss,741
26413a60394e48,ael236,2,illegal_key,46,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st3,418,395,OK,PONdiss,641
26413a60394e48,ael236,2,illegal_key,47,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur5,389,380,OK,PONdiss,635
26413a60394e48,ael236,2,illegal_key,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur1,474,385,OK,PONdiss,730
26413a60394e48,ael236,2,illegal_key,49,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur2,463,460,OK,PONdiss,646
26413a60394e48,ael236,2,illegal_key,50,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur4,411,440,OK,PONdiss,1075
26413a60394e48,ael236,2,illegal_key,51,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur2,451,425,OK,PONdiss,1380
26413a60394e48,ael236,2,illegal_key,52,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st1,414,370,OK,PONdiss,1014
26413a60394e48,ael236,2,illegal_key,53,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st2,425,370,OK,PONdiss,963
26413a60394e48,ael236,2,illegal_key,54,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur4,411,415,OK,PONdiss,1146
26413a60394e48,ael236,2,illegal_key,55,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur4,411,395,OK,PONdiss,1185
26413a60394e48,ael236,2,illegal_key,56,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st3,414,390,OK,PONdiss,1044
26413a60394e48,ael236,2,illegal_key,57,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st1,425,370,OK,PONdiss,1035
26413a60394e48,ael236,2,illegal_key,58,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur5,408,400,OK,PONdiss,904
26413a60394e48,ael236,2,illegal_key,59,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur1,485,395,OK,PONdiss,1168
26413a60394e48,ael236,2,illegal_key,60,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur1,478,385,OK,PONdiss,1704
26413a60394e48,ael236,2,illegal_key,61,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur3,434,400,OK,PONdiss,1191
26413a60394e48,ael236,2,illegal_key,62,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur2,456,380,OK,PONdiss,1114
26413a60394e48,ael236,2,illegal_key,63,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur1,498,360,OK,PONdiss,1042
26413a60394e48,ael236,2,illegal_key,64,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur4,415,425,OK,PONdiss,1503
26413a60394e48,ael236,2,illegal_key,65,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur5,393,385,OK,PONdiss,1293
26413a60394e48,ael236,2,illegal_key,66,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur3,438,385,OK,PONdiss,1263
26413a60394e48,ael236,2,illegal_key,67,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur3,434,460,OK,PONdiss,899
26413a60394e48,ael236,2,illegal_key,68,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur4,411,375,OK,PONdiss,1007
26413a60394e48,ael236,2,illegal_key,69,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st1,438,380,OK,ponDISS,2796
26413a60394e48,ael236,2,illegal_key,70,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st4,425,365,OK,PONdiss,2972
26413a60394e48,ael236,2,illegal_key,71,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur1,482,405,OK,PONdiss,1360
26413a60394e48,ael236,2,illegal_key,72,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur2,475,495,OK,PONdiss,1082
26413a60394e48,ael236,2,illegal_key,73,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st5,425,405,OK,PONdiss,910
26413a60394e48,ael236,2,illegal_key,74,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st2,414,380,OK,PONdiss,809
26413a60394e48,ael236,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur5,396,20,OK,ponDISS,3465
26413a60394e48,ael236,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur1,478,25,OK,PONdiss,1123
26413a60394e48,ael236,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st3,425,35,OK,PONdiss,981
26413a60394e48,ael236,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur5,389,40,OK,ponDISS,1587
26413a60394e48,ael236,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st2,418,45,OK,ponDISS,1272
26413a60394e48,ael236,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st1,418,30,OK,PONdiss,2317
26413a60394e48,ael236,2,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st4,422,45,OK,ponDISS,1754
26413a60394e48,ael236,2,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur1,478,20,OK,PONdiss,1170
26413a60394e48,ael236,2,illegal_key,8,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st2,422,30,OK,PONdiss,1347
26413a60394e48,ael236,2,illegal_key,9,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st5,422,20,OK,PONdiss,1274
26413a60394e48,ael236,2,illegal_key,10,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur2,456,40,OK,PONdiss,913
26413a60394e48,ael236,2,illegal_key,11,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur4,431,35,OK,ponDISS,920
26413a60394e48,ael236,2,illegal_key,12,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur2,456,35,OK,PONdiss,2069
26413a60394e48,ael236,2,illegal_key,13,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur4,411,30,OK,ponDISS,1393
26413a60394e48,ael236,2,illegal_key,14,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st4,425,20,OK,PONdiss,1171
26413a60394e48,ael236,2,illegal_key,15,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur3,438,25,OK,PONdiss,1569
26413a60394e48,ael236,2,illegal_key,16,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st5,425,45,OK,PONdiss,1785
26413a60394e48,ael236,2,illegal_key,17,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur3,434,35,OK,PONdiss,1103
26413a60394e48,ael236,2,illegal_key,18,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur2,456,25,OK,PONdiss,971
26413a60394e48,ael236,2,illegal_key,19,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur1,474,30,OK,PONdiss,925
26413a60394e48,ael236,2,illegal_key,20,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st3,422,20,OK,ponDISS,1165
26413a60394e48,ael236,2,illegal_key,21,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur4,418,25,OK,ponDISS,982
26413a60394e48,ael236,2,illegal_key,22,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st5,414,40,OK,ponDISS,1062
26413a60394e48,ael236,2,illegal_key,23,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur4,411,25,OK,ponDISS,975
26413a60394e48,ael236,2,illegal_key,24,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur4,411,20,OK,ponDISS,1043
26413a60394e48,ael236,2,illegal_key,25,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st2,438,45,OK,ponDISS,1115
26413a60394e48,ael236,2,illegal_key,26,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur5,393,20,OK,ponDISS,926
26413a60394e48,ael236,2,illegal_key,27,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st1,425,25,OK,PONdiss,1001
26413a60394e48,ael236,2,illegal_key,28,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur3,434,55,OK,PONdiss,1354
26413a60394e48,ael236,2,illegal_key,29,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur5,384,20,OK,ponDISS,1058
26413a60394e48,ael236,2,illegal_key,30,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur2,463,30,OK,PONdiss,976
26413a60394e48,ael236,2,illegal_key,31,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st3,418,40,OK,PONdiss,1812
26413a60394e48,ael236,2,illegal_key,32,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur4,411,65,OK,ponDISS,896
26413a60394e48,ael236,2,illegal_key,33,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st5,418,25,OK,ponDISS,990
26413a60394e48,ael236,2,illegal_key,34,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur1,478,20,OK,PONdiss,940
26413a60394e48,ael236,2,illegal_key,35,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur4,415,20,OK,ponDISS,929
26413a60394e48,ael236,2,illegal_key,36,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st2,425,30,OK,PONdiss,872
26413a60394e48,ael236,2,illegal_key,37,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st3,414,40,OK,ponDISS,934
26413a60394e48,ael236,2,illegal_key,38,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur2,456,20,OK,PONdiss,875
26413a60394e48,ael236,2,illegal_key,39,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur4,407,25,OK,ponDISS,781
26413a60394e48,ael236,2,illegal_key,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur4,411,20,OK,ponDISS,831
26413a60394e48,ael236,2,illegal_key,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur5,408,25,OK,ponDISS,925
26413a60394e48,ael236,2,illegal_key,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur3,434,25,OK,PONdiss,1123
26413a60394e48,ael236,2,illegal_key,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur3,434,20,OK,PONdiss,926
26413a60394e48,ael236,2,illegal_key,44,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st4,418,20,OK,ponDISS,939
26413a60394e48,ael236,2,illegal_key,45,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st4,414,25,OK,ponDISS,853
26413a60394e48,ael236,2,illegal_key,46,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur2,456,40,OK,PONdiss,1166
26413a60394e48,ael236,2,illegal_key,47,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur1,478,40,OK,PONdiss,866
26413a60394e48,ael236,2,illegal_key,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur5,389,25,OK,ponDISS,1046
